Geo_NAME,Geo_QName,Geo_SUMLEV,Geo_GEOCOMP,Geo_REGION,Geo_DIVISION,Geo_FIPS,Geo_STATE,Geo_PLACECE,SE_T001_001,SE_T002_002,SE_T002_001,SE_T002_003,SE_T004_001,SE_T004_002,SE_T004_003,SE_T004_004,SE_T004_005,SE_T004_006,SE_T004_007,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T013_009,SE_T013_010,SE_T013_011,SE_T013_012,SE_T013_013,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,SE_T014_009,SE_T014_010,SE_T014_011,SE_T014_012,SE_T014_013,SE_T014_014,SE_T014_015,SE_T014_016,SE_T014_017,SE_T014_018,SE_T014_019,SE_T014_020,SE_T014_021,SE_T028_001,SE_T028_002,SE_T028_003,SE_T028_004,SE_T041_001,SE_T041_002,SE_T041_003,SE_T041_004,SE_T041_005,SE_T041_006,SE_T041_007,SE_T041_008,SE_T041_009,SE_T041_010,SE_T041_011,SE_T041_012,SE_T041_013,SE_T041_014,SE_T041_015,SE_T041_016,SE_T041_017,SE_T041_018,SE_T041_019,SE_T041_020,SE_T041_021,SE_T041_022,SE_T041_023,SE_T041_024,SE_T041_025,SE_T041_026,SE_T043_001,SE_T099_001,SE_T099_002,SE_T099_003,SE_T099_004,SE_T099_005,SE_T099_006,SE_T099_007,SE_T099_008,SE_T099_009,SE_T099_010,SE_T099_011,SE_T099_012,SE_T099_013,SE_T110_001,SE_T110_002,SE_T110_003,SE_T110_004,SE_T110_005,SE_T111_001,SE_T111_002,SE_T111_003,SE_T111_004,SE_T111_005
"Bamberg town","Bamberg town, South Carolina","160","00","3","5","450080","45","0080",3843,3843,1098.11605075022,3.49963011411636,3843,3843,0,3843,0,0,0,3843,3831,1821,1987,12,11,0,12,2,4,0,0,6,3843,3837,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2875,1505,0,1505,1389,223,174,136,79,61,74,61,53,60,57,0,52,52,38,30,21,55,25,31,23,48,6,0,30,0,18226,3779,2489,1479,1004,6,0,0,1290,305,976,9,0,0,3843,3828,15,10,5,15,0,10,5,0
"Barnwell city","Barnwell city, South Carolina","160","00","3","5","450085","45","0085",5255,5255,688.575682485076,7.6316955908676,5061,5061,0,5061,0,0,0,5255,5226,2976,2231,12,7,0,29,13,9,0,0,7,5061,5061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3669,2283,0,2283,1836,214,254,108,48,93,89,89,70,56,86,102,38,132,57,65,30,18,27,30,25,128,50,12,9,6,23321,4945,3686,2622,1023,0,41,0,1259,325,934,0,0,0,5061,5043,18,18,0,18,0,0,11,7
"Batesburg town","Batesburg town, South Carolina","160","00","3","5","450090","45","0090",4082,4082,931.400847150031,4.38264578832026,4077,4077,0,4077,0,0,0,4082,4069,2060,1999,9,1,0,13,7,3,0,0,3,4077,4077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3020,1886,6,1880,1482,126,312,109,53,70,113,58,58,75,45,36,45,103,35,8,38,27,44,51,0,64,12,0,0,0,19071,4031,2890,1671,1219,0,0,0,1141,187,954,0,0,0,4077,4060,17,17,0,17,0,0,0,17
"Beaufort city","Beaufort city, South Carolina","160","00","3","5","450100","45","0100",9576,9576,1121.13394304312,8.54135231514586,9576,9576,0,9576,0,0,0,9576,9377,6587,2640,38,110,2,199,82,29,4,15,69,9576,9355,221,88,32,7,94,0,19,0,0,19,0,0,0,0,0,0,0,0,75,7228,4666,528,4138,3844,270,368,224,131,202,233,171,165,269,165,161,113,207,115,102,68,101,35,148,119,197,177,32,9,62,26468,9327,7992,6166,1626,32,112,56,1335,349,955,10,6,15,9576,9385,191,122,69,191,19,69,39,64
"Belton city","Belton city, South Carolina","160","00","3","5","450105","45","0105",4646,4646,1228.86889787582,3.78071249750964,4646,4646,0,4646,0,0,0,4646,4637,3917,717,0,3,0,9,5,3,0,0,1,4646,4646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3716,2229,0,2229,1924,140,270,162,98,134,58,138,101,104,55,108,86,74,61,39,59,24,34,48,7,22,83,0,10,9,21812,4634,3936,3518,410,0,8,0,698,373,305,0,20,0,4646,4625,21,8,13,21,13,0,8,0
"Belvedere CDP","Belvedere CDP, South Carolina","160","00","3","5","450106","45","0106",6133,6133,1563.27097765968,3.92318420008124,6133,6133,6133,0,0,0,0,6133,6092,4875,1149,18,49,1,41,36,0,0,3,2,6133,6133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4626,3204,10,3194,2268,126,148,97,102,132,76,62,64,59,102,85,147,92,128,87,65,75,69,213,76,160,80,18,0,5,33878,6118,5492,4540,900,21,31,0,626,380,246,0,0,0,6133,6094,39,0,39,39,31,0,8,0
"Bennettsville city","Bennettsville city, South Carolina","160","00","3","5","450110","45","0110",9345,9345,1756.54531243196,5.32010186919785,9345,9345,0,9345,0,0,0,9345,9324,3886,5354,63,14,7,21,10,2,0,0,9,9345,9330,15,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6893,4043,0,4043,3457,516,528,259,173,189,98,172,269,227,164,60,103,114,87,59,0,65,19,99,50,80,94,21,0,11,19120,9327,6629,3468,3120,12,29,0,2698,474,2224,0,0,0,9345,9293,52,43,9,52,9,0,0,43
"Berea CDP","Berea CDP, South Carolina","160","00","3","5","450117","45","0117",13535,13535,1772.89675719415,7.63439830609254,13535,13535,13535,0,0,0,0,13535,13164,11552,1533,22,52,5,371,275,0,0,0,96,13535,13268,267,14,0,0,253,0,122,0,16,75,31,0,0,131,131,0,0,0,0,10809,7419,22,7397,5394,235,413,261,272,324,388,326,234,294,307,325,228,288,139,166,175,147,120,198,143,267,79,46,19,0,27075,13280,12230,10660,1396,8,97,69,1050,779,132,0,64,75,13535,13153,382,188,194,382,144,172,47,19
"Bethune town","Bethune town, South Carolina","160","00","3","5","450120","45","0120",405,405,355.815854816825,1.1382292118728,388,0,0,0,388,0,388,405,405,397,8,0,0,0,0,0,0,0,0,0,388,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,204,0,204,161,13,18,0,8,0,4,11,2,14,4,12,6,8,13,12,6,3,2,5,3,12,2,3,0,0,31354,388,370,364,6,0,0,0,18,18,0,0,0,0,388,388,0,0,0,0,0,0,0,0
"Bishopville town","Bishopville town, South Carolina","160","00","3","5","450130","45","0130",3560,3560,1577.20788231269,2.25715331499605,3560,3560,0,3560,0,0,0,3560,3534,1426,2100,1,7,0,26,3,12,0,4,7,3560,3519,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2660,1470,0,1470,1286,230,232,79,89,72,40,33,56,61,26,16,44,36,43,25,27,20,6,55,12,42,42,0,0,0,15451,3462,2385,1257,1112,0,16,0,1077,87,949,0,0,41,3560,3544,16,0,16,16,16,0,0,0
"Blacksburg town","Blacksburg town, South Carolina","160","00","3","5","450135","45","0135",1907,1907,1118.2040108671,1.70541330693424,1907,0,0,0,1907,0,1907,1907,1899,1477,413,6,1,2,8,4,4,0,0,0,1907,1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1465,912,3,909,773,101,136,81,42,30,42,38,19,44,20,41,19,15,15,26,10,7,10,34,12,17,7,2,0,5,17208,1907,1539,1220,313,0,0,6,368,264,104,0,0,0,1907,1905,2,0,2,2,0,0,0,2
"Blackville town","Blackville town, South Carolina","160","00","3","5","450140","45","0140",2688,2688,293.490482863286,9.15872969295611,2882,2882,0,2882,0,0,0,2688,2682,722,1959,1,0,0,6,2,3,0,0,1,2882,2876,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,1272,0,1272,977,208,120,46,90,66,45,44,22,64,11,18,27,41,38,31,8,11,0,6,13,60,0,8,0,0,15928,2872,2005,601,1404,0,0,0,867,79,788,0,0,0,2882,2877,5,5,0,5,0,0,0,5
"Blenheim town","Blenheim town, South Carolina","160","00","3","5","450150","45","0150",191,191,294.281801308745,0.649037756159488,199,0,0,0,199,0,199,191,191,91,100,0,0,0,0,0,0,0,0,0,199,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,90,0,90,76,10,16,11,0,8,2,7,2,2,0,7,0,0,3,0,0,0,0,2,2,2,2,0,0,0,15313,197,141,61,80,0,0,0,56,9,47,0,0,0,199,199,0,0,0,0,0,0,0,0
"Bluffton town","Bluffton town, South Carolina","160","00","3","5","450155","45","0155",738,738,1049.64917298188,0.703092060658196,713,0,0,0,713,0,713,738,734,397,336,1,0,0,4,3,0,0,0,1,713,706,7,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,559,344,0,344,308,18,40,27,29,23,18,31,13,17,15,13,15,1,3,2,5,6,9,3,2,14,2,2,0,0,19861,709,623,385,236,0,0,2,86,35,51,0,0,0,713,708,5,3,2,5,2,0,0,3
"Blythewood town","Blythewood town, South Carolina","160","00","3","5","450157","45","0157",164,164,165.339833398209,0.991896487551294,138,0,0,0,138,0,138,164,163,134,27,2,0,0,1,0,1,0,0,0,138,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,70,0,70,51,3,6,3,0,1,7,4,1,5,2,4,0,1,0,4,0,2,2,0,4,0,2,0,0,0,25250,138,123,105,15,3,0,0,15,1,14,0,0,0,138,135,3,3,0,3,0,0,0,3
"Boiling Springs CDP","Boiling Springs CDP, South Carolina","160","00","3","5","450158","45","0158",3522,3522,516.82366776204,6.81470338858713,3612,3612,3612,0,0,0,0,3522,3509,3308,174,3,20,4,13,10,0,0,0,3,3612,3588,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2888,2023,12,2011,1377,38,153,29,83,42,77,61,57,60,88,104,15,37,29,59,78,54,35,89,74,70,29,10,6,0,30012,3612,3402,3293,57,8,44,0,210,196,7,0,0,7,3612,3579,33,7,26,33,11,15,7,0
"Bonneau town","Bonneau town, South Carolina","160","00","3","5","450160","45","0160",374,374,133.829167173252,2.79460754258321,353,0,0,0,353,0,353,374,374,305,69,0,0,0,0,0,0,0,0,0,353,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,147,0,147,126,8,9,13,6,13,7,0,8,8,3,4,8,3,2,2,9,0,3,3,4,9,4,0,0,0,24688,351,304,266,38,0,0,0,47,18,29,0,0,0,353,353,0,0,0,0,0,0,0,0
"Bowman town","Bowman town, South Carolina","160","00","3","5","450165","45","0165",1063,1063,1097.75009728868,0.968344254876857,1063,0,0,0,1063,33,1030,1063,1061,335,726,0,0,0,2,1,1,0,0,0,1063,1059,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,399,0,399,344,60,46,33,21,14,19,25,11,14,8,17,20,9,1,6,7,5,4,6,4,5,9,0,0,0,17143,1051,727,306,421,0,0,0,324,30,294,0,0,0,1063,1063,0,0,0,0,0,0,0,0
"Branchville town","Branchville town, South Carolina","160","00","3","5","450170","45","0170",1107,1107,338.662498936924,3.26874101347188,1105,0,0,0,1105,10,1095,1107,1105,604,501,0,0,0,2,0,1,0,0,1,1105,1101,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,434,0,434,423,106,62,31,12,20,25,22,8,18,23,20,6,14,8,11,2,2,2,2,6,15,8,0,0,0,15062,1105,778,535,241,0,0,2,327,87,240,0,0,0,1105,1100,5,0,5,5,5,0,0,0
"Briarcliffe Acres town","Briarcliffe Acres town, South Carolina","160","00","3","5","450173","45","0173",552,552,844.461533372711,0.653670982259377,536,0,0,0,536,0,536,552,552,550,1,1,0,0,0,0,0,0,0,0,536,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,217,0,217,230,3,5,5,0,4,4,5,4,8,4,13,7,5,6,2,2,2,5,12,8,57,20,18,4,27,62066,536,524,524,0,0,0,0,12,12,0,0,0,0,536,520,16,14,2,16,2,0,0,14
"Brookdale CDP","Brookdale CDP, South Carolina","160","00","3","5","450176","45","0176",5339,5339,1408.71494824776,3.78997894970942,5339,5339,0,5339,0,0,0,5339,5333,44,5270,4,15,0,6,0,6,0,0,0,5339,5339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3856,2331,15,2316,1871,323,318,114,134,130,82,129,101,58,66,76,21,17,50,18,12,48,32,23,58,37,24,0,0,0,15894,5286,3558,26,3517,0,15,0,1728,0,1728,0,0,0,5339,5306,33,4,29,33,24,5,0,4
"Brunson town","Brunson town, South Carolina","160","00","3","5","450178","45","0178",587,587,578.950097486672,1.01390431152577,610,0,0,0,610,29,581,587,586,346,240,0,0,0,1,0,1,0,0,0,610,607,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,271,0,271,233,42,40,5,4,11,13,15,14,0,15,13,17,4,4,2,3,0,5,12,5,7,2,0,0,0,20250,606,455,313,142,0,0,0,151,62,89,0,0,0,610,604,6,0,6,6,3,3,0,0
"Bucksport CDP","Bucksport CDP, South Carolina","160","00","3","5","450179","45","0179",1022,1022,266.64326946711,3.8328362911334,927,0,0,0,927,0,927,1022,1020,22,998,0,0,0,2,0,2,0,0,0,927,921,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,650,385,11,374,311,64,60,31,31,24,17,0,18,7,19,5,7,0,0,16,0,4,2,0,0,0,6,0,0,0,12540,927,567,0,567,0,0,0,360,7,353,0,0,0,927,927,0,0,0,0,0,0,0,0
"Buffalo CDP","Buffalo CDP, South Carolina","160","00","3","5","450180","45","0180",1569,1569,431.664666666667,3.63476587536313,1659,0,0,0,1659,0,1659,1569,1568,1410,153,1,4,0,1,0,0,0,0,1,1659,1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311,745,0,745,558,51,65,67,26,29,52,23,45,40,25,14,6,15,13,19,6,7,13,10,18,14,0,0,0,0,19471,1638,1425,1305,120,0,0,0,213,123,90,0,0,0,1659,1659,0,0,0,0,0,0,0,0
"Burnettown town","Burnettown town, South Carolina","160","00","3","5","450185","45","0185",493,493,1447.69170521542,0.340542118341861,502,502,502,0,0,0,0,493,488,474,10,0,4,0,5,5,0,0,0,0,502,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,226,2,224,212,20,29,12,19,14,4,16,12,11,13,2,9,10,4,6,9,4,2,10,3,1,0,2,0,0,21250,501,423,399,24,0,0,0,78,78,0,0,0,0,502,502,0,0,0,0,0,0,0,0
"Burton CDP","Burton CDP, South Carolina","160","00","3","5","450187","45","0187",6917,6917,598.002102810602,11.5668489583736,7030,7030,0,7030,0,0,0,6917,6703,3873,2713,29,83,5,214,82,30,1,14,87,7030,6878,152,97,19,0,36,0,9,0,0,0,9,0,0,12,0,0,0,12,15,4930,3562,656,2906,2509,205,263,190,103,136,92,205,101,158,82,112,72,109,54,85,31,94,36,150,42,85,78,26,0,0,23998,6963,5897,3868,1876,12,94,47,1066,231,779,0,0,56,7030,6903,127,62,65,127,44,12,43,28
"Calhoun Falls town","Calhoun Falls town, South Carolina","160","00","3","5","450195","45","0195",2328,2328,762.454737481032,3.05329599982703,2328,0,0,0,2328,24,2304,2328,2317,1188,1118,3,8,0,11,5,1,0,1,4,2328,2311,17,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1708,1025,2,1023,872,102,158,66,54,58,42,42,30,36,49,40,19,45,24,19,12,12,10,18,7,25,2,0,0,2,17414,2315,1909,1037,861,6,5,0,406,154,252,0,0,0,2328,2325,3,0,3,3,3,0,0,0
"Camden city","Camden city, South Carolina","160","00","3","5","450200","45","0200",6696,6696,1006.88339804923,6.65022386204106,6696,6696,0,6696,0,0,0,6696,6673,3776,2887,2,7,1,23,16,2,0,0,5,6696,6683,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5387,3154,0,3154,2803,228,421,138,105,114,164,116,99,108,107,155,91,100,51,52,35,47,86,147,36,171,125,65,33,9,25382,6571,5351,3477,1853,0,0,21,1220,216,1004,0,0,0,6696,6627,69,36,33,69,10,30,13,16
"Cameron town","Cameron town, South Carolina","160","00","3","5","450205","45","0205",504,504,160.757875862069,3.13514966092507,475,0,0,0,475,34,441,504,503,244,259,0,0,0,1,1,0,0,0,0,475,471,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,215,0,215,181,24,40,6,17,15,4,12,5,0,8,4,2,0,3,3,3,0,0,6,0,6,12,3,2,6,15583,475,330,253,77,0,0,0,145,18,127,0,0,0,475,471,4,0,4,4,0,4,0,0
"Campobello town","Campobello town, South Carolina","160","00","3","5","450210","45","0210",465,465,538.856563758389,0.862938361104376,482,0,0,0,482,10,472,465,464,407,51,1,5,0,1,1,0,0,0,0,482,479,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,227,0,227,159,21,13,5,9,8,11,12,9,8,11,11,2,0,6,7,5,0,4,10,2,3,2,0,0,0,22639,482,405,376,26,3,0,0,77,58,15,0,4,0,482,478,4,4,0,4,4,0,0,0
"Carlisle town","Carlisle town, South Carolina","160","00","3","5","450215","45","0215",470,470,331.326717474143,1.4185393909161,494,0,0,0,494,15,479,470,470,55,415,0,0,0,0,0,0,0,0,0,494,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,214,0,214,148,28,25,9,9,11,8,11,5,4,7,6,2,3,7,2,0,3,2,3,3,0,0,0,0,0,15682,494,394,33,361,0,0,0,100,6,94,0,0,0,494,494,0,0,0,0,0,0,0,0
"Cayce city","Cayce city, South Carolina","160","00","3","5","450220","45","0220",11163,11163,1260.99250017446,8.85255066818842,11163,11163,11163,0,0,0,0,11163,11049,8801,2154,16,78,0,114,62,16,0,0,36,11163,11084,79,40,0,9,30,0,0,0,0,0,0,0,0,9,0,0,0,9,21,8945,6091,25,6066,4505,224,390,226,172,309,249,290,205,227,181,227,158,156,214,198,116,173,106,147,113,273,93,34,6,18,27065,11005,9981,8171,1701,29,71,9,1024,521,463,0,0,40,11163,11016,147,64,83,147,83,22,12,30
"Centerville CDP","Centerville CDP, South Carolina","160","00","3","5","450222","45","0222",4866,4866,827.666750377619,5.87917781858449,4866,4866,4866,0,0,0,0,4866,4837,4591,226,8,12,0,29,16,0,0,0,13,4866,4799,67,47,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3752,2780,0,2780,1782,40,168,48,40,63,71,48,51,50,76,99,102,104,120,116,57,69,52,92,101,128,72,15,0,0,35841,4856,4566,4314,226,26,0,0,290,290,0,0,0,0,4866,4833,33,33,0,33,0,0,22,11
"Central town","Central town, South Carolina","160","00","3","5","450225","45","0225",2438,2438,1332.14994599156,1.83012430945626,2677,0,0,0,2677,0,2677,2438,2418,1899,493,1,25,0,20,14,2,0,0,4,2677,2669,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2231,1534,0,1534,1233,135,209,70,19,78,63,49,62,41,38,89,88,39,36,58,23,10,6,30,31,45,14,0,0,0,22168,2677,2263,1826,431,0,6,0,414,329,59,0,26,0,2677,2610,67,0,67,67,57,10,0,0
"Central Pacolet town","Central Pacolet town, South Carolina","160","00","3","5","450230","45","0230",257,257,1065.0030656,0.241313859369233,213,0,0,0,213,0,213,257,257,225,32,0,0,0,0,0,0,0,0,0,213,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,90,0,90,94,6,24,6,3,8,4,3,0,9,6,7,3,0,0,11,0,0,0,0,2,2,0,0,0,0,17500,198,185,173,12,0,0,0,13,13,0,0,0,0,213,213,0,0,0,0,0,0,0,0
"Chapin town","Chapin town, South Carolina","160","00","3","5","450235","45","0235",282,282,268.422130099228,1.05058401814989,263,0,0,0,263,10,253,282,278,261,17,0,0,0,4,0,0,0,0,4,263,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,142,0,142,110,6,8,4,7,1,5,2,3,4,3,3,6,4,4,2,8,4,4,10,2,12,8,0,0,0,36875,263,245,232,13,0,0,0,18,11,7,0,0,0,263,263,0,0,0,0,0,0,0,0
"Chappells town","Chappells town, South Carolina","160","00","3","5","450240","45","0240",45,45,53.1703740875912,0.846335967579773,39,0,0,0,39,0,39,45,45,39,6,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,15,0,15,15,0,5,2,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,0,0,38750,39,31,31,0,0,0,0,8,8,0,0,0,0,39,39,0,0,0,0,0,0,0,0
"Charleston city","Charleston city, South Carolina","160","00","3","5","450245","45","0245",80414,80414,1860.9109716134,43.2121693227922,80414,80414,80414,0,0,0,0,80414,79765,45615,33338,90,674,48,649,408,101,2,11,127,80414,79910,504,123,111,38,232,0,29,22,0,0,0,7,0,50,42,0,0,8,153,64273,40672,1589,39083,30867,3619,3479,1408,1310,1526,1300,1443,1275,1202,1193,1128,822,992,802,919,479,855,510,1206,807,2059,1142,476,250,665,25153,75090,58863,37307,20956,36,426,138,16227,4128,11877,32,153,37,80414,78508,1906,901,1005,1906,751,390,335,430
"Cheraw town","Cheraw town, South Carolina","160","00","3","5","450250","45","0250",5505,5505,1304.23380351262,4.22086897699912,5505,5505,0,5505,0,0,0,5505,5493,2735,2734,20,4,0,12,1,6,0,0,5,5505,5498,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4097,2497,0,2497,2188,461,283,140,90,114,79,101,107,62,37,115,37,71,16,26,29,83,27,39,48,35,101,41,8,38,17690,5404,3843,2527,1306,10,0,0,1561,152,1397,12,0,0,5505,5438,67,37,30,67,18,0,12,37
"Cherryvale CDP","Cherryvale CDP, South Carolina","160","00","3","5","450253","45","0253",3061,3061,1766.47800089127,1.73282656135859,2957,2957,0,2957,0,0,0,3061,2989,1908,1008,9,62,2,72,36,0,0,3,33,2957,2880,77,30,12,0,35,0,11,0,11,0,0,0,0,0,0,0,0,0,24,2168,1619,356,1263,1140,114,81,74,82,115,42,76,64,90,99,47,26,68,25,26,25,28,9,26,0,6,8,9,0,0,22039,2957,2315,1615,609,0,68,23,642,252,379,11,0,0,2957,2886,71,32,39,71,31,11,18,11
"Chesnee city","Chesnee city, South Carolina","160","00","3","5","450255","45","0255",1280,1280,1425.2728460877,0.898073659028536,1233,0,0,0,1233,7,1226,1280,1270,887,379,0,4,0,10,1,0,0,0,9,1233,1207,26,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,920,569,0,569,477,42,98,25,36,57,44,8,19,21,18,10,11,19,12,6,13,7,7,10,2,10,2,0,0,0,16645,1225,909,641,242,0,3,23,316,196,120,0,0,0,1233,1225,8,0,8,8,0,8,0,0
"Chester city","Chester city, South Carolina","160","00","3","5","450260","45","0260",7158,7158,2257.84120131531,3.17028495884923,7040,7040,0,7040,0,0,0,7158,7144,2848,4277,5,14,0,14,3,11,0,0,0,7040,7040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5178,3189,0,3189,2573,305,376,165,158,207,123,116,156,102,140,123,95,52,69,40,15,39,67,43,30,77,32,25,5,13,19035,6973,5478,2528,2931,0,19,0,1495,257,1238,0,0,0,7040,7018,22,16,6,22,0,6,6,10
"Chesterfield town","Chesterfield town, South Carolina","160","00","3","5","450265","45","0265",1373,1373,465.39111686952,2.95020671910449,1418,0,0,0,1418,14,1404,1373,1370,868,501,1,0,0,3,2,1,0,0,0,1418,1413,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1121,625,0,625,592,89,85,46,43,22,33,30,42,28,14,36,11,12,14,16,9,5,6,16,7,10,10,0,3,5,18333,1380,1032,767,265,0,0,0,348,90,258,0,0,0,1418,1409,9,7,2,9,0,0,2,7
"City View town","City View town, South Carolina","160","00","3","5","450266","45","0266",1490,1490,2425.57015713388,0.614288560410319,1490,1490,1490,0,0,0,0,1490,1467,1212,247,2,6,0,23,12,0,0,0,11,1490,1450,40,1,0,0,39,0,2,0,0,0,0,2,0,5,5,0,0,0,32,1132,687,2,685,567,75,121,44,12,65,32,19,26,41,17,17,24,18,4,13,9,10,6,6,0,8,0,0,0,0,16212,1483,1089,939,141,4,0,5,394,267,106,0,0,21,1490,1466,24,3,21,24,21,3,0,0
"Clearwater CDP","Clearwater CDP, South Carolina","160","00","3","5","450272","45","0272",4731,4731,936.576720018344,5.05137475540427,4731,4731,4731,0,0,0,0,4731,4680,4141,520,14,5,0,51,42,3,0,0,6,4731,4731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3654,2325,0,2325,1814,103,206,62,86,91,102,104,140,83,92,85,23,76,24,42,39,62,59,112,70,95,38,16,4,0,25392,4666,4035,3684,333,16,2,0,631,482,149,0,0,0,4731,4710,21,21,0,21,0,0,5,16
"Clemson city","Clemson city, South Carolina","160","00","3","5","450275","45","0275",11096,11096,1557.38941353709,7.12474343510472,11106,11106,0,11106,0,0,0,11096,10983,9124,1351,21,480,7,113,92,5,4,1,11,11106,11024,82,7,0,0,75,0,23,0,0,0,0,0,23,25,11,0,0,14,27,9684,5615,14,5601,4601,495,726,327,278,169,166,154,69,203,81,121,79,90,130,87,93,62,102,215,134,330,347,70,38,35,22265,11026,7867,6582,949,23,313,0,3159,2572,407,25,141,14,11106,10384,722,159,563,722,459,132,54,77
"Clinton city","Clinton city, South Carolina","160","00","3","5","450285","45","0285",7987,7987,893.342293833132,8.94058196408632,8070,8070,0,8070,0,0,0,7987,7966,5049,2884,15,16,2,21,10,2,0,1,8,8070,8039,31,18,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6490,3675,0,3675,2633,220,325,229,195,169,97,116,176,156,129,77,96,66,46,71,53,62,50,60,34,60,93,23,6,24,21756,6952,5812,3680,2108,7,6,11,1140,365,735,40,0,0,8070,8028,42,13,29,42,9,0,14,19
"Clio town","Clio town, South Carolina","160","00","3","5","450290","45","0290",882,882,1057.08904025914,0.834366800155059,874,0,0,0,874,15,859,882,881,394,450,37,0,0,1,0,0,0,1,0,874,873,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,641,389,0,389,301,27,43,28,12,12,8,19,16,32,8,14,14,16,6,11,5,6,0,1,5,12,2,0,2,2,22734,874,724,374,330,20,0,0,150,39,102,8,1,0,874,874,0,0,0,0,0,0,0,0
"Clover town","Clover town, South Carolina","160","00","3","5","450295","45","0295",3422,3422,1732.73488484848,1.9749126250778,3501,3501,0,3501,0,0,0,3422,3390,2679,676,9,26,0,32,28,0,0,0,4,3501,3474,27,18,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2801,1734,0,1734,1360,160,188,71,88,88,46,77,37,38,61,61,20,47,15,22,80,42,12,45,23,66,50,14,0,9,21266,3492,2972,2360,489,35,88,0,520,446,74,0,0,0,3501,3422,79,0,79,79,79,0,0,0
"Columbia city","Columbia city, South Carolina","160","00","3","5","450305","45","0305",98052,98052,837.058497290598,117.1387666661,98052,95829,95829,0,2223,0,2223,98052,96108,51856,42527,327,1352,46,1944,769,310,14,47,804,98052,96019,2033,687,505,57,784,75,271,7,42,9,175,25,13,190,37,46,4,103,248,80898,51533,7846,43687,33781,3425,3916,2016,1794,1992,1571,1773,1409,1719,1230,1318,1047,1143,765,941,578,759,508,991,801,1696,1121,549,273,446,23216,78656,62004,37354,23495,144,661,350,16652,4990,11250,11,323,78,98052,94839,3213,1070,2143,3213,1872,658,258,425
